"","UID","SAMPLE_TYPE","TRANSECT","POINT","PARAMETER","RESULT","FLAG","IND","ACTIVE","OPERATION","INSERTION","DEPRECATION","REASON","SITE_ID","SIZE","CHAR","NUM","PARAMRES"
"28258",11781,"BANKW","A","LF","ANGLE","8",NA,214853,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","8",8,8
"28272",11781,"BANKW","D","LF","ANGLE","18",NA,215003,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","18",18,18
"28325",11781,"BANKW","G","LF","ANGLE","30",NA,215153,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","30",30,30
"28409",11781,"BANKW","H","LF","ANGLE","22",NA,215203,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","22",22,22
"28514",11781,"BANKW","D","RT","ANGLE","34",NA,215004,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","34",34,34
"28625",11781,"BANKW","A","RT","ANGLE","11",NA,214854,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","11",11,11
"28648",11781,"BANKW","G","RT","ANGLE","30",NA,215154,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","30",30,30
"28773",11781,"BANKW","H","RT","ANGLE","62",NA,215204,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","62",62,62
"28778",11781,"BANKW","I","RT","ANGLE","38",NA,215253,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","38",38,38
"28874",11781,"BANKW","B","RT","ANGLE","7",NA,214904,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","7",7,7
"28879",11781,"BANKW","C","LF","ANGLE","42",NA,214953,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","42",42,42
"29136",11781,"BANKW","F","LF","ANGLE","12",NA,215103,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","12",12,12
"29245",11781,"BANKW","C","RT","ANGLE","14",NA,214954,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","14",14,14
"29255",11781,"BANKW","F","RT","ANGLE","10",NA,215104,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","10",10,10
"29273",11781,"BANKW","K","RT","ANGLE","36",NA,215353,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","36",36,36
"29276",11781,"BANKW","K","LF","ANGLE","54",NA,215352,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","54",54,54
"29445",11781,"BANKW","B","LF","ANGLE","8",NA,214903,TRUE,"O",2013-10-18,9999-12-31,NA,"HC-SS-8452","SS","8",8,8
"29645",11782,"BANKW","C","LF","ANGLE","30",NA,210014,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","30",30,30
"29647",11782,"BANKW","B","LF","ANGLE","20",NA,209964,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","20",20,20
"29674",11782,"BANKW","E","RT","ANGLE","8",NA,210114,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","8",8,8
"29712",11782,"BANKW","H","LF","ANGLE","18",NA,210263,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","18",18,18
"29735",11782,"BANKW","G","RT","ANGLE","24",NA,210214,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","24",24,24
"29756",11782,"BANKW","B","RT","ANGLE","20",NA,209965,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","20",20,20
"29925",11782,"BANKW","F","RT","ANGLE","30",NA,210164,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","30",30,30
"29926",11782,"BANKW","H","RT","ANGLE","48",NA,210264,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","48",48,48
"29961",11782,"BANKW","F","LF","ANGLE","30",NA,210163,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","30",30,30
"30005",11782,"BANKW","G","LF","ANGLE","22",NA,210213,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","22",22,22
"30269",11782,"BANKW","A","LF","ANGLE","64",NA,209914,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","64",64,64
"30273",11782,"BANKW","A","RT","ANGLE","8",NA,209915,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","8",8,8
"30310",11782,"BANKW","K","RT","ANGLE","78",NA,210414,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","78",78,78
"30525",11782,"BANKW","D","RT","ANGLE","8",NA,210065,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","8",8,8
"30917",11782,"BANKW","J","RT","ANGLE","12",NA,210364,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","12",12,12
"31015",11782,"BANKW","E","LF","ANGLE","2",NA,210113,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","2",2,2
"31037",11782,"BANKW","K","LF","ANGLE","130",NA,210413,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","130",130,130
"31133",11782,"BANKW","D","LF","ANGLE","40",NA,210064,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","40",40,40
"31159",11782,"BANKW","J","LF","ANGLE","16",NA,210363,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","16",16,16
"31238",11782,"BANKW","I","LF","ANGLE","30",NA,210313,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","30",30,30
"31296",11782,"BANKW","C","RT","ANGLE","20",NA,210015,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","20",20,20
"31320",11782,"BANKW","I","RT","ANGLE","30",NA,210314,TRUE,"O",2013-10-17,9999-12-31,NA,"HC-SS-8454","SS","30",30,30
"31595",11783,"BANKW","C","RT","ANGLE","38",NA,202994,TRUE,"O",2013-09-28,9999-12-31,NA,"HC-SS-8465","SS","38",38,38
"31631",11783,"BANKW","C","LF","ANGLE","30",NA,202993,TRUE,"O",2013-09-28,9999-12-31,NA,"HC-SS-8465","SS","30",30,30
"31641",11783,"BANKW","B","RT","ANGLE","36",NA,202944,TRUE,"O",2013-09-28,9999-12-31,NA,"HC-SS-8465","SS","36",36,36
"31775",11783,"BANKW","I","LF","ANGLE","44",NA,204391,TRUE,"O",2013-09-30,9999-12-31,NA,"HC-SS-8465","SS","44",44,44
"31830",11783,"BANKW","B","LF","ANGLE","66",NA,202943,TRUE,"O",2013-09-28,9999-12-31,NA,"HC-SS-8465","SS","66",66,66
"32017",11783,"BANKW","I","RT","ANGLE","42",NA,204392,TRUE,"O",2013-09-30,9999-12-31,NA,"HC-SS-8465","SS","42",42,42
"32248",11783,"BANKW","E","LF","ANGLE","28",NA,203093,TRUE,"O",2013-09-28,9999-12-31,NA,"HC-SS-8465","SS","28",28,28
"32483",11783,"BANKW","A","LF","ANGLE","26",NA,202893,TRUE,"O",2013-09-28,9999-12-31,NA,"HC-SS-8465","SS","26",26,26
"32490",11783,"BANKW","E","RT","ANGLE","4",NA,203094,TRUE,"O",2013-09-28,9999-12-31,NA,"HC-SS-8465","SS","4",4,4
"32512",11783,"BANKW","J","LF","ANGLE","38",NA,204441,TRUE,"O",2013-09-30,9999-12-31,NA,"HC-SS-8465","SS","38",38,38
"32612",11783,"BANKW","D","RT","ANGLE","54",NA,203044,TRUE,"O",2013-09-28,9999-12-31,NA,"HC-SS-8465","SS","54",54,54
"32725",11783,"BANKW","A","RT","ANGLE","24",NA,202894,TRUE,"O",2013-09-28,9999-12-31,NA,"HC-SS-8465","SS","24",24,24
"32740",11783,"BANKW","F","RT","ANGLE","48",NA,203144,TRUE,"O",2013-09-28,9999-12-31,NA,"HC-SS-8465","SS","48",48,48
"32864",11783,"BANKW","F","LF","ANGLE","46",NA,203143,TRUE,"O",2013-09-28,9999-12-31,NA,"HC-SS-8465","SS","46",46,46
"32865",11783,"BANKW","G","LF","ANGLE","44",NA,203193,TRUE,"O",2013-09-28,9999-12-31,NA,"HC-SS-8465","SS","44",44,44
"32866",11783,"BANKW","G","RT","ANGLE","30",NA,203194,TRUE,"O",2013-09-28,9999-12-31,NA,"HC-SS-8465","SS","30",30,30
"32867",11783,"BANKW","H","RT","ANGLE","60",NA,203244,TRUE,"O",2013-09-28,9999-12-31,NA,"HC-SS-8465","SS","60",60,60
"32868",11783,"BANKW","H","LF","ANGLE","52",NA,203243,TRUE,"O",2013-09-28,9999-12-31,NA,"HC-SS-8465","SS","52",52,52
"32880",11783,"BANKW","J","RT","ANGLE","28",NA,204442,TRUE,"O",2013-09-30,9999-12-31,NA,"HC-SS-8465","SS","28",28,28
"33060",11783,"BANKW","D","LF","ANGLE","18",NA,203043,TRUE,"O",2013-09-28,9999-12-31,NA,"HC-SS-8465","SS","18",18,18
"33168",11783,"BANKW","K","RT","ANGLE","32",NA,204492,TRUE,"O",2013-09-30,9999-12-31,NA,"HC-SS-8465","SS","32",32,32
"33397",11783,"BANKW","K","LF","ANGLE","36",NA,204491,TRUE,"O",2013-09-30,9999-12-31,NA,"HC-SS-8465","SS","36",36,36
"33623",11799,"BANKW","G","LF","ANGLE","2",NA,210575,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","2",2,2
"33667",11799,"BANKW","G","RT","ANGLE","2",NA,210576,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","2",2,2
"33701",11799,"BANKW","H","LF","ANGLE","19",NA,210625,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","19",19,19
"33722",11799,"BANKW","B","LF","ANGLE","21",NA,209216,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","21",21,21
"33767",11799,"BANKW","XJ","RT","ANGLE","1",NA,210876,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","1",1,1
"33838",11799,"BANKW","XK","LF","ANGLE","18",NA,210825,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","18",18,18
"33966",11799,"BANKW","B","RT","ANGLE","4",NA,209217,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","4",4,4
"34006",11799,"BANKW","XK","RT","ANGLE","21",NA,210826,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","21",21,21
"34017",11799,"BANKW","XH","RT","ANGLE","15",NA,210926,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","15",15,15
"34037",11799,"BANKW","I","LF","ANGLE","58",NA,210675,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","58",58,58
"34326",11799,"BANKW","A","RT","ANGLE","2",NA,209167,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","2",2,2
"34335",11799,"BANKW","D","LF","ANGLE","9",NA,209316,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","9",9,9
"34338",11799,"BANKW","C","LF","ANGLE","0",NA,209266,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","0",0,0
"34339",11799,"BANKW","D","RT","ANGLE","1",NA,209317,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","1",1,1
"34372",11799,"BANKW","K","RT","ANGLE","20",NA,210776,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","20",20,20
"34377",11799,"BANKW","XJ","LF","ANGLE","59",NA,210875,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","59",59,59
"34378",11799,"BANKW","XD","LF","ANGLE","17",NA,210975,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","17",17,17
"34457",11799,"BANKW","C","RT","ANGLE","20",NA,209267,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","20",20,20
"34467",11799,"BANKW","F","LF","ANGLE","15",NA,210525,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","15",15,15
"34598",11799,"BANKW","F","RT","ANGLE","15",NA,210526,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","15",15,15
"34605",11799,"BANKW","I","RT","ANGLE","16",NA,210676,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","16",16,16
"34743",11799,"BANKW","XH","LF","ANGLE","60",NA,210925,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","60",60,60
"34935",11799,"BANKW","A","LF","ANGLE","10",NA,209166,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","10",10,10
"34954",11799,"BANKW","E","LF","ANGLE","2",NA,210469,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","2",2,2
"35094",11799,"BANKW","K","LF","ANGLE","10",NA,210775,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","10",10,10
"35096",11799,"BANKW","J","LF","ANGLE","90",NA,210725,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","90",90,90
"35125",11799,"BANKW","XD","RT","ANGLE","7",NA,210976,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","7",7,7
"35361",11799,"BANKW","E","RT","ANGLE","2",NA,210470,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","2",2,2
"35446",11799,"BANKW","J","RT","ANGLE","29",NA,210726,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","29",29,29
"35457",11799,"BANKW","H","RT","ANGLE","68",NA,210626,TRUE,"O",2013-10-17,9999-12-31,NA,"RS-SS-0001","SS","68",68,68
"35812",11800,"BANKW","D","LF","ANGLE","18",NA,204690,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8320","LS","18",18,18
"35963",11800,"BANKW","J","RT","ANGLE","25",NA,204990,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8320","LS","25",25,25
"36009",11800,"BANKW","A","RT","ANGLE","28",NA,204542,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8320","LS","28",28,28
"36011",11800,"BANKW","A","LF","ANGLE","10",NA,204541,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8320","LS","10",10,10
"36138",11800,"BANKW","C","LF","ANGLE","8",NA,204641,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8320","LS","8",8,8
"36164",11800,"BANKW","I","RT","ANGLE","38",NA,204940,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8320","LS","38",38,38
"36258",11800,"BANKW","C","RT","ANGLE","15",NA,204642,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8320","LS","15",15,15
"36260",11800,"BANKW","B","RT","ANGLE","10",NA,204592,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8320","LS","10",10,10
"36268",11800,"BANKW","F","LF","ANGLE","10",NA,204790,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8320","LS","10",10,10
"36390",11800,"BANKW","E","RT","ANGLE","5",NA,204741,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8320","LS","5",5,5
"36397",11800,"BANKW","F","RT","ANGLE","18",NA,204791,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8320","LS","18",18,18
"36408",11800,"BANKW","I","LF","ANGLE","12",NA,204939,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8320","LS","12",12,12
"36415",11800,"BANKW","K","LF","ANGLE","22",NA,205039,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8320","LS","22",22,22
"36510",11800,"BANKW","D","RT","ANGLE","135",NA,204691,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8320","LS","135",135,135
"36525",11800,"BANKW","J","LF","ANGLE","15",NA,204989,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8320","LS","15",15,15
"36755",11800,"BANKW","E","LF","ANGLE","15",NA,204740,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8320","LS","15",15,15
"36778",11800,"BANKW","K","RT","ANGLE","15",NA,205040,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8320","LS","15",15,15
"37128",11800,"BANKW","G","RT","ANGLE","10",NA,204840,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8320","LS","10",10,10
"37130",11800,"BANKW","H","RT","ANGLE","30",NA,204890,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8320","LS","30",30,30
"37354",11800,"BANKW","B","LF","ANGLE","30",NA,204591,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8320","LS","30",30,30
"37396",11800,"BANKW","G","LF","ANGLE","32",NA,204839,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8320","LS","32",32,32
"37442",11800,"BANKW","H","LF","ANGLE","20",NA,204889,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8320","LS","20",20,20
"37624",11801,"BANKW","A","RT","ANGLE","4",NA,203294,TRUE,"O",2013-09-28,9999-12-31,NA,"SU-LS-8340","LS","4",4,4
"37744",11801,"BANKW","A","LF","ANGLE","0",NA,203293,TRUE,"O",2013-09-28,9999-12-31,NA,"SU-LS-8340","LS","0",0,0
"37855",11801,"BANKW","G","LF","ANGLE","10",NA,204143,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8340","LS","10",10,10
"37877",11801,"BANKW","K","RT","ANGLE","0",NA,204342,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8340","LS","0",0,0
"37957",11801,"BANKW","D","RT","ANGLE","17",NA,203444,TRUE,"O",2013-09-28,9999-12-31,NA,"SU-LS-8340","LS","17",17,17
"38108",11801,"BANKW","J","RT","ANGLE","6","U",204292,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8340","LS","6",6,6
"38207",11801,"BANKW","C","LF","ANGLE","21",NA,203393,TRUE,"O",2013-09-28,9999-12-31,NA,"SU-LS-8340","LS","21",21,21
"38208",11801,"BANKW","D","LF","ANGLE","19",NA,203443,TRUE,"O",2013-09-28,9999-12-31,NA,"SU-LS-8340","LS","19",19,19
"38221",11801,"BANKW","G","RT","ANGLE","20",NA,204144,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8340","LS","20",20,20
"38228",11801,"BANKW","K","LF","ANGLE","3",NA,204341,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8340","LS","3",3,3
"38332",11801,"BANKW","E","RT","ANGLE","10",NA,203494,TRUE,"O",2013-09-28,9999-12-31,NA,"SU-LS-8340","LS","10",10,10
"38349",11801,"BANKW","J","LF","ANGLE","17","U",204291,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8340","LS","17",17,17
"38452",11801,"BANKW","C","RT","ANGLE","6",NA,203394,TRUE,"O",2013-09-28,9999-12-31,NA,"SU-LS-8340","LS","6",6,6
"38585",11801,"BANKW","F","RT","ANGLE","20",NA,203544,TRUE,"O",2013-09-28,9999-12-31,NA,"SU-LS-8340","LS","20",20,20
"38594",11801,"BANKW","I","LF","ANGLE","7",NA,204241,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8340","LS","7",7,7
"38701",11801,"BANKW","E","LF","ANGLE","1",NA,203493,TRUE,"O",2013-09-28,9999-12-31,NA,"SU-LS-8340","LS","1",1,1
"38710",11801,"BANKW","H","RT","ANGLE","42",NA,204193,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8340","LS","42",42,42
"38896",11801,"BANKW","B","RT","ANGLE","20","F1",203344,TRUE,"O",2013-09-28,9999-12-31,NA,"SU-LS-8340","LS","20",20,20
"38935",11801,"BANKW","B","LF","ANGLE","30","F1",203343,TRUE,"O",2013-09-28,9999-12-31,NA,"SU-LS-8340","LS","30",30,30
"38948",11801,"BANKW","F","LF","ANGLE","5",NA,203543,TRUE,"O",2013-09-28,9999-12-31,NA,"SU-LS-8340","LS","5",5,5
"39082",11801,"BANKW","I","RT","ANGLE","17",NA,204242,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8340","LS","17",17,17
"39184",11801,"BANKW","H","LF","ANGLE","17",NA,204192,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-LS-8340","LS","17",17,17
"39268",11802,"BANKW","G","RT","ANGLE","4",NA,205390,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","4",4,4
"39306",11802,"BANKW","C","RT","ANGLE","25",NA,205190,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","25",25,25
"39372",11802,"BANKW","F","LF","ANGLE","3",NA,205339,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","3",3,3
"39398",11802,"BANKW","B","RT","ANGLE","10",NA,205140,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","10",10,10
"39555",11802,"BANKW","F","RT","ANGLE","18",NA,205340,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","18",18,18
"39577",11802,"BANKW","K2","LF","ANGLE","1",NA,206139,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","1",1,1
"39695",11802,"BANKW","J2","RT","ANGLE","1",NA,206090,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","1",1,1
"39855",11802,"BANKW","C","LF","ANGLE","4",NA,205189,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","4",4,4
"39872",11802,"BANKW","E","LF","ANGLE","22",NA,205289,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","22",22,22
"39882",11802,"BANKW","H","LF","ANGLE","8",NA,205439,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","8",8,8
"39920",11802,"BANKW","F2","LF","ANGLE","2",NA,205889,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","2",2,2
"39923",11802,"BANKW","F2","RT","ANGLE","2",NA,205890,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","2",2,2
"40048",11802,"BANKW","H2","RT","ANGLE","1",NA,205990,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","1",1,1
"40246",11802,"BANKW","G","LF","ANGLE","10",NA,205389,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","10",10,10
"40253",11802,"BANKW","I","LF","ANGLE","5",NA,205489,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","5",5,5
"40261",11802,"BANKW","J","LF","ANGLE","11",NA,205539,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","11",11,11
"40265",11802,"BANKW","K","RT","ANGLE","17",NA,205590,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","17",17,17
"40281",11802,"BANKW","D2","RT","ANGLE","4",NA,205790,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","4",4,4
"40283",11802,"BANKW","E2","RT","ANGLE","2",NA,205840,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","2",2,2
"40312",11802,"BANKW","K2","RT","ANGLE","17",NA,206140,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","17",17,17
"40411",11802,"BANKW","G2","RT","ANGLE","1",NA,205940,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","1",1,1
"40413",11802,"BANKW","G2","LF","ANGLE","2",NA,205939,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","2",2,2
"40463",11802,"BANKW","A","RT","ANGLE","8",NA,205090,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","8",8,8
"40506",11802,"BANKW","K","LF","ANGLE","19",NA,205589,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","19",19,19
"40586",11802,"BANKW","A","LF","ANGLE","10",NA,205089,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","10",10,10
"40594",11802,"BANKW","B","LF","ANGLE","5",NA,205139,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","5",5,5
"40604",11802,"BANKW","E","RT","ANGLE","18",NA,205290,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","18",18,18
"40631",11802,"BANKW","A2","RT","ANGLE","1",NA,205640,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","1",1,1
"40645",11802,"BANKW","C2","RT","ANGLE","4",NA,205740,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","4",4,4
"41348",11802,"BANKW","H","RT","ANGLE","5",NA,205440,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","5",5,5
"41352",11802,"BANKW","I","RT","ANGLE","21",NA,205490,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","21",21,21
"41358",11802,"BANKW","J","RT","ANGLE","11",NA,205540,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","11",11,11
"41362",11802,"BANKW","A2","LF","ANGLE","2",NA,205639,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","2",2,2
"41367",11802,"BANKW","C2","LF","ANGLE","4",NA,205739,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","4",4,4
"41375",11802,"BANKW","D2","LF","ANGLE","2",NA,205789,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","2",2,2
"41576",11802,"BANKW","D","RT","ANGLE","12",NA,205240,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","12",12,12
"41698",11802,"BANKW","D","LF","ANGLE","22",NA,205239,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","22",22,22
"41728",11802,"BANKW","B2","LF","ANGLE","2",NA,205689,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","2",2,2
"41730",11802,"BANKW","B2","RT","ANGLE","2",NA,205690,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","2",2,2
"41742",11802,"BANKW","E2","LF","ANGLE","4",NA,205839,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","4",4,4
"41758",11802,"BANKW","J2","LF","ANGLE","0",NA,206089,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","0",0,0
"42085",11802,"BANKW","I2","RT","ANGLE","1",NA,206040,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","1",1,1
"42162",11802,"BANKW","H2","LF","ANGLE","1",NA,205989,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","1",1,1
"42164",11802,"BANKW","I2","LF","ANGLE","1",NA,206039,TRUE,"O",2013-09-30,9999-12-31,NA,"SU-SS-8318","SS","1",1,1
"42350",11803,"BANKW","J","LF","ANGLE","40",NA,214753,TRUE,"O",2013-10-18,9999-12-31,NA,"XN-LS-4013","LS","40",40,40
"42450",11803,"BANKW","H","RT","ANGLE","78",NA,211376,TRUE,"O",2013-10-17,9999-12-31,NA,"XN-LS-4013","LS","78",78,78
"42499",11803,"BANKW","I","LF","ANGLE","17",NA,211425,TRUE,"O",2013-10-17,9999-12-31,NA,"XN-LS-4013","LS","17",17,17
